rank,publication_id,doi,url,pmid,pmcid,title,source_title,anthology_title,publisher,mesh_terms,pubyear,volume,issue,pagination,open_access,publication_type,authors,authors_affiliations,research_organizations_-_standardized,grid_ids,city_of_research_organization,state_of_research_organization,country_of_research_organization,funder,funder_group,funder_country,uids_of_supporting_grants,supporting_grants,times_cited,recent_citations,rcr,fcr,source_linkout,dimensions_url,for_(anzsrc)_categories,for_1,for_2,for_3,for_4,for_5,rcdc_categories,rcdc_1,rcdc_2,rcdc_3,rcdc_4,rcdc_5,hrcs_hc_categories,hrcs_hc_1,hrcs_hc_2,hrcs_hc_3,hrcs_hc_4,hrcs_hc_5,hrcs_rac_categories,hrcs_rac_1,hrcs_rac_2,hrcs_rac_3,hrcs_rac_4,hrcs_rac_5,health_research_areas,broad_research_areas,icrp_cancer_types,icrp_cancer_types_1,icrp_cancer_types_2,icrp_cancer_types_3,icrp_cancer_types_4,icrp_cancer_types_5,icrp_cso_categories,icrp_cso_1,icrp_cso_2,icrp_cso_3,icrp_cso_4,icrp_cso_5,domain,search_note,norm_rank,dataset
69,pub.1104509143,10.1136/bmj.k2238,www.doi.org/10.1136/bmj.k2238,29898884,PMC5996965,Hunger and malnutrition in the 21st century,The BMJ,,BMJ,Child; Child Nutrition Disorders; Developing Countries; Diet; Food Supply; Global Health; Humans; Hunger; Malnutrition,2018,361,,k2238,All OA; Hybrid,article,"Webb, Patrick; Stordalen, Gunhild Anker; Singh, Sudhvir; Wijesinha-Bettoni, Ramani; Shetty, Prakash; Lartey, Anna","Webb, Patrick (Tufts University); Stordalen, Gunhild Anker (); Singh, Sudhvir (); Wijesinha-Bettoni, Ramani (Food and Agriculture Organization of the United Nations); Shetty, Prakash (M S Swaminathan Research Foundation); Lartey, Anna (Food and Agriculture Organization of the United Nations)",Food and Agriculture Organization of the United Nations; M S Swaminathan Research Foundation; Tufts University,grid.420153.1; grid.466888.c; grid.429997.8,Rome; Chennai; Medford,; Tamil Nadu; Massachusetts,Italy; India; United States,,,,,,2,2,0,0,https://www.bmj.com/content/361/bmj.k2238.full.pdf,https://app.dimensions.ai/details/publication/pub.1104509143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.10625,dataset-346
69,pub.1104509143,10.1136/bmj.k2238,www.doi.org/10.1136/bmj.k2238,29898884,PMC5996965,Hunger and malnutrition in the 21st century,The BMJ,,BMJ,Child; Child Nutrition Disorders; Developing Countries; Diet; Food Supply; Global Health; Humans; Hunger; Malnutrition,2018,361,,k2238,All OA; Hybrid,article,"Webb, Patrick; Stordalen, Gunhild Anker; Singh, Sudhvir; Wijesinha-Bettoni, Ramani; Shetty, Prakash; Lartey, Anna","Webb, Patrick (Tufts University); Stordalen, Gunhild Anker (); Singh, Sudhvir (); Wijesinha-Bettoni, Ramani (Food and Agriculture Organization of the United Nations); Shetty, Prakash (M S Swaminathan Research Foundation); Lartey, Anna (Food and Agriculture Organization of the United Nations)",Food and Agriculture Organization of the United Nations; M S Swaminathan Research Foundation; Tufts University,grid.420153.1; grid.466888.c; grid.429997.8,Rome; Chennai; Medford,; Tamil Nadu; Massachusetts,Italy; India; United States,,,,,,2,2,0,0,https://www.bmj.com/content/361/bmj.k2238.full.pdf,https://app.dimensions.ai/details/publication/pub.1104509143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.106084243,dataset-346
52,pub.1016604642,10.4324/9780203723555,www.doi.org/10.4324/9780203723555,,,U.S. Food Policy,,,Taylor & Francis,,2012,,,,Closed,monograph,"Markowitz, Lisa; Brett, John","Markowitz, Lisa (); Brett, John ()",,,,,,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1016604642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies)) AND (yr=2014 OR yr=2015)'",0.105154639,dataset-346
68,pub.1111975692,10.1016/j.jneb.2018.11.013,www.doi.org/10.1016/j.jneb.2018.11.013,30737094,,Evaluation and Lessons Learned From the Development and Implementation of an Online Prenatal Nutrition Training for EFNEP Paraprofessionals,Journal of Nutrition Education and Behavior,,Elsevier,,2019,,J Ext 50 2012,,Closed,article,"Chlipalski, Micheline; Baker, Susan; Olson, Beth; Auld, Garry","Chlipalski, Micheline (Colorado State University); Baker, Susan (Colorado State University); Olson, Beth (University of Wisconsin–Madison); Auld, Garry (Colorado State University)",University of Wisconsin–Madison; Colorado State University,grid.14003.36; grid.47894.36,Madison; Fort Collins,Wisconsin; Colorado,United States; United States,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1111975692,1701 Psychology; 1303 Specialist Studies In Education,1701 Psychology,1303 Specialist Studies In Education,,,,Clinical Research; Prevention; Behavioral and Social Science,Clinical Research,Prevention,Behavioral and Social Science,,,,,,,,,,,,,,,Population & Society,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.1046875,dataset-346
66,pub.1050494753,10.1016/j.jneb.2012.06.006,www.doi.org/10.1016/j.jneb.2012.06.006,23305805,,Facebook Is an Effective Strategy to Recruit Low-income Women to Online Nutrition Education,Journal of Nutrition Education and Behavior,,Elsevier,Adolescent; Adult; Community Participation; Diet; Feeding Behavior; Female; Food Preferences; Health Behavior; Humans; Internet; Nutritional Sciences; Pennsylvania; Poverty; Public Assistance; Social Media; Young Adult,2013,45,1,69-76,Closed,article,"Lohse, Barbara","Lohse, Barbara (Pennsylvania State University)",Pennsylvania State University,grid.29857.31,State College,Pennsylvania,United States,,,,,,70,29,4.11,11.29,,https://app.dimensions.ai/details/publication/pub.1050494753,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Clinical Research; Prevention; Obesity; Behavioral and Social Science; Nutrition,Clinical Research,Prevention,Obesity,Behavioral and Social Science,Nutrition,,,,,,,,,,,,,Population & Society,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.104669887,dataset-346
66,pub.1038269182,10.1016/s1499-4046(06)60374-6,www.doi.org/10.1016/s1499-4046(06)60374-6,,,"Society for Nutrition Education 37th Annual Conference, Inviting Everyone to the Table, Sheraton City Centre, Salt Lake City, UT, July 17–21, 2004",Journal of Nutrition Education and Behavior,,Elsevier,,2004,36,,s24-s44,Closed,article,,,,,,,,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1038269182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.104669887,dataset-346
66,pub.1014444733,10.1300/j045v21n01_02,www.doi.org/10.1300/j045v21n01_02,16418127,,The Status of Low-Income Families in the Post-Welfare Reform Environment,Social Work in Public Health,,Taylor & Francis,"Adaptation, Psychological; Family; Humans; Poverty; Quality of Life; Residence Characteristics; Social Welfare; United States",2005,21,1,33-63,Closed,article,"Hastings, Julia; Taylor, Sarah; Austin, Michael J","Hastings, Julia (University of California, Berkeley); Taylor, Sarah (); Austin, Michael J ()","University of California, Berkeley",grid.47840.3f,Berkeley,California,United States,,,,,,14,2,0.22,2.17,,https://app.dimensions.ai/details/publication/pub.1014444733,1605 Policy and Administration; 1402 Applied Economics,1605 Policy and Administration,1402 Applied Economics,,,,Behavioral and Social Science; Health Services; Clinical Research; Basic Behavioral and Social Science,Behavioral and Social Science,Health Services,Clinical Research,Basic Behavioral and Social Science,,Generic Health Relevance,Generic Health Relevance,,,,,8.1 Organisation and delivery of services; 7.1 Individual care needs,8.1 Organisation and delivery of services,7.1 Individual care needs,,,,Health services & systems,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.104669887,dataset-346
68,pub.1111975692,10.1016/j.jneb.2018.11.013,www.doi.org/10.1016/j.jneb.2018.11.013,30737094,,Evaluation and Lessons Learned From the Development and Implementation of an Online Prenatal Nutrition Training for EFNEP Paraprofessionals,Journal of Nutrition Education and Behavior,,Elsevier,,2019,,J Ext 50 2012,,Closed,article,"Chlipalski, Micheline; Baker, Susan; Olson, Beth; Auld, Garry","Chlipalski, Micheline (Colorado State University); Baker, Susan (Colorado State University); Olson, Beth (University of Wisconsin–Madison); Auld, Garry (Colorado State University)",University of Wisconsin–Madison; Colorado State University,grid.14003.36; grid.47894.36,Madison; Fort Collins,Wisconsin; Colorado,United States; United States,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1111975692,1701 Psychology; 1303 Specialist Studies In Education,1701 Psychology,1303 Specialist Studies In Education,,,,Clinical Research; Prevention; Behavioral and Social Science,Clinical Research,Prevention,Behavioral and Social Science,,,,,,,,,,,,,,,Population & Society,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.104524181,dataset-346
68,pub.1051528618,10.1111/j.1465-7287.2008.00101.x,www.doi.org/10.1111/j.1465-7287.2008.00101.x,,,WHY WAIT?: EXAMINING DELAYED WIC PARTICIPATION AMONG PREGNANT WOMEN,Contemporary Economic Policy,,Wiley,,2008,26,4,518-538,Closed,article,"TIEHEN, LAURA; JACKNOWITZ, ALISON","TIEHEN, LAURA (Agricultural Research Service); JACKNOWITZ, ALISON (American University)",Agricultural Research Service; American University,grid.463419.d; grid.63124.32,Washington D.C.; Washington D.C.,District of Columbia; District of Columbia,United States; United States,,,,,,9,0,0,0.86,,https://app.dimensions.ai/details/publication/pub.1051528618,1114 Paediatrics and Reproductive Medicine,1114 Paediatrics and Reproductive Medicine,,,,,Pediatric Research Initiative; Pediatric; Clinical Research; Perinatal Period - Conditions Originating in Perinatal Period; Conditions Affecting the Embryonic and Fetal Periods,Pediatric Research Initiative,Pediatric,Clinical Research,Perinatal Period - Conditions Originating in Perinatal Period,Conditions Affecting the Embryonic and Fetal Periods,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.104524181,dataset-346
67,pub.1051528618,10.1111/j.1465-7287.2008.00101.x,www.doi.org/10.1111/j.1465-7287.2008.00101.x,,,WHY WAIT?: EXAMINING DELAYED WIC PARTICIPATION AMONG PREGNANT WOMEN,Contemporary Economic Policy,,Wiley,,2008,26,4,518-538,Closed,article,"TIEHEN, LAURA; JACKNOWITZ, ALISON","TIEHEN, LAURA (Agricultural Research Service); JACKNOWITZ, ALISON (American University)",Agricultural Research Service; American University,grid.463419.d; grid.63124.32,Washington D.C.; Washington D.C.,District of Columbia; District of Columbia,United States; United States,,,,,,9,0,0,0.86,,https://app.dimensions.ai/details/publication/pub.1051528618,1114 Paediatrics and Reproductive Medicine,1114 Paediatrics and Reproductive Medicine,,,,,Pediatric Research Initiative; Pediatric; Clinical Research; Perinatal Period - Conditions Originating in Perinatal Period; Conditions Affecting the Embryonic and Fetal Periods,Pediatric Research Initiative,Pediatric,Clinical Research,Perinatal Period - Conditions Originating in Perinatal Period,Conditions Affecting the Embryonic and Fetal Periods,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.103125,dataset-346
67,pub.1007219243,10.1201/b15294-34,www.doi.org/10.1201/b15294-34,,,Nutrition Monitoring in the United States,,"Handbook of Nutrition and Food, Third Edition",Taylor & Francis,,2013,,,473-494,Closed,chapter,"Berdanier, Carolyn; Dwyer, Johanna; Heber, David; McDowell, Margaret","Berdanier, Carolyn (); Dwyer, Johanna (); Heber, David (); McDowell, Margaret ()",,,,,,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1007219243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.103125,dataset-346
67,pub.1000490995,10.1053/jada.2003.50010,www.doi.org/10.1053/jada.2003.50010,12525802,,Elderly food stamp participants are different from eligible nonparticipants by level of nutrition risk but not nutrient intake,Journal of the Academy of Nutrition and Dietetics,,Elsevier,"Age Factors; Aged; Aged, 80 and over; Energy Intake; Female; Food Services; Health Status; Humans; Male; Middle Aged; Nutrition Assessment; Nutrition Policy; Risk Assessment; Risk Factors; Socioeconomic Factors; United States",2003,103,1,103-107,Closed,article,"Fey-Yensan, Nancy; English, Catherine; Pacheco, Holly E; Belyea, Monica; Schuler, Diane","Fey-Yensan, Nancy (); English, Catherine (); Pacheco, Holly E (); Belyea, Monica (); Schuler, Diane ()",,,,,,,,,,,15,1,0.43,1.04,,https://app.dimensions.ai/details/publication/pub.1000490995,1111 Nutrition and Dietetics; 1117 Public Health and Health Services,1111 Nutrition and Dietetics,1117 Public Health and Health Services,,,,Nutrition; Clinical Research; Prevention; Aging,Nutrition,Clinical Research,Prevention,Aging,,Metabolic and Endocrine,Metabolic and Endocrine,,,,,"2.3 Psychological, social and economic factors","2.3 Psychological, social and economic factors",,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.103125,dataset-346
67,pub.1011767175,10.3148/73.2.2012.59,www.doi.org/10.3148/73.2.2012.59,22668838,,Role of a Food Box Program: In Fruit and Vegetable Consumption and Food Security,Canadian Journal of Dietetic Practice and Research,,Dietitians of Canada,Adult; Aged; Diet Surveys; Feeding Behavior; Female; Food Supply; Fruit; Humans; Male; Middle Aged; Surveys and Questionnaires; Vegetables,2012,73,2,59-65,Closed,article,"Miewald, Christiana; Holben, David; Hall, Peter","Miewald, Christiana (Simon Fraser University); Holben, David (Ohio University); Hall, Peter (Simon Fraser University)",Simon Fraser University; Ohio University,grid.61971.38; grid.20627.31,Burnaby; Athens,British Columbia; Ohio,Canada; United States,,,,,,20,12,1.06,2.78,,https://app.dimensions.ai/details/publication/pub.1011767175,1117 Public Health and Health Services,1117 Public Health and Health Services,,,,,Nutrition,Nutrition,,,,,,,,,,,,,,,,,Population & Society,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND (WIC OR ""women, infants and Children"") AND ""Program Data""'",0.103125,dataset-346
65,pub.1014890593,10.1002/ajim.20836,www.doi.org/10.1002/ajim.20836,20196097,,"Working to eat: Vulnerability, food insecurity, and obesity among migrant and seasonal farmworker families",American Journal of Industrial Medicine,,Wiley,"Adolescent; Adult; Agriculture; Child; Child, Preschool; Family Characteristics; Female; Focus Groups; Food Supply; Hispanic Americans; Humans; Hunger; Infant; Interviews as Topic; Male; Middle Aged; North Carolina; Obesity; Seasons; Socioeconomic Factors; Transients and Migrants; Vulnerable Populations; Young Adult",2010,53,4,443-462,Closed,article,"Borre, Kristen; Ertle, Luke; Graff, Mariaelisa","Borre, Kristen (East Carolina University; Northern Illinois University); Ertle, Luke (East Carolina University; NC Department of Health and Human Services); Graff, Mariaelisa (East Carolina University; University of North Carolina System)",Northern Illinois University; East Carolina University; University of North Carolina System; NC Department of Health and Human Services,grid.261128.e; grid.255364.3; grid.410711.2; grid.410399.6,DeKalb; Greenville; Chapel Hill; Raleigh,Illinois; North Carolina; North Carolina; North Carolina,United States; United States; United States; United States,Centers for Disease Control and Prevention; National Institute of Child Health and Human Development; National Institute for Occupational Safety and Health,NIH; CDC,United States; United States; United States,grant.2698596; grant.2621420,R24HD050924; U50OH007551,31,14,1.26,4.69,,https://app.dimensions.ai/details/publication/pub.1014890593,1117 Public Health and Health Services; 1608 Sociology,1117 Public Health and Health Services,1608 Sociology,,,,Prevention; Nutrition; Obesity; Behavioral and Social Science,Prevention,Nutrition,Obesity,Behavioral and Social Science,,,,,,,,3.1 Primary prevention interventions to modify behaviours or promote well-being,3.1 Primary prevention interventions to modify behaviours or promote well-being,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.103059581,dataset-346
65,pub.1044813269,10.1097/nmc.0b013e31825eacfa,www.doi.org/10.1097/nmc.0b013e31825eacfa,,,Implementing Baby-Friendly Practices,MCN The American Journal of Maternal/Child Nursing,,Wolters Kluwer,,2012,37,4,233-235,Closed,article,,,,,,,,,,,,,0,0,0,0,,https://app.dimensions.ai/details/publication/pub.1044813269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.103059581,dataset-346
65,pub.1001116942,10.1007/s10995-008-0427-0,www.doi.org/10.1007/s10995-008-0427-0,19037715,,"Poverty, Near-Poverty, and Hardship Around the Time of Pregnancy",Maternal and Child Health Journal,,Springer Nature,"Adolescent; Adult; California; Data Collection; Domestic Violence; Female; Homeless Persons; Humans; Marital Status; Poverty; Pregnancy; Risk Assessment; Stress, Psychological; Unemployment; United States; Young Adult",2010,14,1,20-35,Closed,article,"Braveman, Paula; Marchi, Kristen; Egerter, Susan; Kim, Soowon; Metzler, Marilyn; Stancil, Tonya; Libet, Moreen","Braveman, Paula (University of California, San Francisco); Marchi, Kristen (University of California, San Francisco); Egerter, Susan (University of California, San Francisco); Kim, Soowon (Stanford University); Metzler, Marilyn (National Center for Chronic Disease Prevention and Health Promotion); Stancil, Tonya (Centers for Disease Control and Prevention); Libet, Moreen (California Department of Public Health)","Centers for Disease Control and Prevention; California Department of Public Health; Stanford University; National Center for Chronic Disease Prevention and Health Promotion; University of California, San Francisco",grid.416738.f; grid.236815.b; grid.168010.e; grid.416781.d; grid.266102.1,Atlanta; Sacramento; Stanford; Atlanta; San Francisco,Georgia; California; California; Georgia; California,United States; United States; United States; United States; United States,Centers for Disease Control and Prevention; California Department of Public Health; Kellogg's (United States); Agency for Toxic Substances and Disease Registry,CDC,United States; United States; United States; United States,,,64,15,3.27,7.46,,https://app.dimensions.ai/details/publication/pub.1001116942,1117 Public Health and Health Services; 1114 Paediatrics and Reproductive Medicine,1117 Public Health and Health Services,1114 Paediatrics and Reproductive Medicine,,,,Pediatric; Clinical Research; Behavioral and Social Science,Pediatric,Clinical Research,Behavioral and Social Science,,,Reproductive Health and Childbirth,Reproductive Health and Childbirth,,,,,,,,,,,Population & Society,Public Health,,,,,,,,,,,,,usda,"'(FNS OR ""Food and Nutrition Service "") AND ( USDA OR "" Economic Research Service"") AND (WIC OR ""women, Infants and children"") AND (State AND (agency OR agencies))'",0.103059581,dataset-346
