datasets,doi,journal,search_term,title,url
dataset-622,10.1007/978-3-319-96277-1_2,,datums,An Improbable Observation of the Diurnal Core Resonance,https://escholarship.org/content/qt5vx5m5wh/qt5vx5m5wh.pdf?t=pc2nej
dataset-622,10.1007/978-3-030-18408-7,,datums,Geospatial Approaches to Energy Balance and Breast Cancer,
dataset-622,10.1007/978-3-319-89421-8,,datums,Fission-Track Thermochronology and its Application to Geology,
dataset-622,10.1016/b978-0-12-409548-9.11426-5,,datums,Paleo-Oceanography: Orbitally Tuned Time Scales☆,
dataset-622,10.1007/978-3-319-96277-1,,datums,Geodynamics and Earth Tides Observations from Global to Micro Scale,https://link.springer.com/content/pdf/bfm%3A978-3-319-96277-1%2F1.pdf
dataset-622,10.1016/b978-0-12-815758-9.00006-7,,datums,Chapter 6 The Ball Hitting Robot: Design and Construction,
dataset-622,10.1016/b978-0-12-814048-2.00001-6,,datums,Chapter 1 Cross-Section Construction and Balancing: Examples From the Spanish Pyrenees,
dataset-622,10.5334/dsj-2019-057,"{'id': 'jour.1140427', 'title': 'Data Science Journal'}",datums,Reviving an Old and Valuable Collection of Microscope Slides Through the Use of Citizen Science,
dataset-622,10.1109/tnsre.2019.2956459,"{'id': 'jour.1295036', 'title': 'IEEE Transactions on Neural Systems and Rehabilitation Engineering'}",datums,Assessing Neural Compensation with Visuospatial Working Memory Load using Near-Infrared Imaging,
dataset-622,10.1007/978-3-030-18177-2_8,,datums,Hard Gauge Visualization – Effective Tool for MMR Verification Discussion,
dataset-622,10.1016/b978-0-12-815758-9.00010-9,,datums,Chapter 10 The Ball Throwing Robot: Design and Construction,
dataset-622,10.1007/978-3-030-18180-2_2,,datums,Interoperability in Coordinate Metrology,
dataset-622,10.1016/b978-0-12-814003-1.00036-8,,datums,"Chapter 36 Global Change Impacts on the Future of Coastal Systems: Perverse Interactions Among Climate Change, Ecosystem Degradation, Energy Scarcity, and Population",
dataset-622,10.1109/access.2019.2918529,IEEE Access,datums,Complete Weight Distributions and MacWilliams Identities for Asymmetric Quantum Codes,https://doi.org/10.1109/access.2019.2918529
dataset-622,10.1007/978-3-030-03635-5,,datums,3D Recording and Interpretation for Maritime Archaeology,https://link.springer.com/content/pdf/10.1007%2F978-3-030-03635-5.pdf
dataset-622,10.1007/978-3-030-04750-4,,datums,Geospatial Challenges in the 21st Century,
dataset-622,10.1504/ijnm.2019.102695,"{'id': 'jour.1042353', 'title': 'International Journal of Nanomanufacturing'}",datums,An error separation method based on surface matching in large aspheric measurement,
dataset-622,10.1007/978-3-319-94785-3,,datums,"Connected Vehicles, Intelligent Transportation Systems",
dataset-622,10.1007/978-3-319-93806-6,,datums,Encyclopedia of Coastal Science,https://link.springer.com/content/pdf/bfm%3A978-3-319-93806-6%2F1.pdf
dataset-622,10.1007/978-3-030-35333-9,,datums,"Product-Focused Software Process Improvement, 20th International Conference, PROFES 2019, Barcelona, Spain, November 27–29, 2019, Proceedings",
dataset-622,10.1071/aj18073,"{'id': 'jour.1270118', 'title': 'The APPEA Journal'}",datums,An integrated approach to the Surat Basin stratigraphy,
dataset-622,10.1101/505487,bioRxiv,datums,Neural ensemble dynamics in dorsal motor cortex during speech in people with paralysis,https://www.biorxiv.org/content/biorxiv/early/2019/02/15/505487.full.pdf
dataset-622,10.5194/os-2018-148,Ocean Science Discussions,datums,Can wave coupling improve operational regional ocean forecasts for the North-West European Shelf?,https://www.ocean-sci-discuss.net/os-2018-148/os-2018-148.pdf
dataset-622,10.26640/22159045.438,Boletín Científico CIOH,datums,"Construcción de la superficie hidrográfica de referencia vertical para las bahías de Buenaventura y Málaga, Pacífico colombiano",https://ojs.dimar.mil.co/index.php/CIOH/article/download/438/417
dataset-622,10.1002/9781119424437.ch2,,datums,Controls on the depositional architecture of fluvial point‐bar elements in a coastal‐plain succession,https://media.wiley.com/product_data/excerpt/61/11194244/1119424461-1.pdf
dataset-622,10.1115/1.4038821,"{'id': 'jour.1049902', 'title': 'Journal of Computing and Information Science in Engineering'}",datums,MATHEMATICAL TOOLS FOR AUTOMATING DIGITAL FIXTURE SETUPS: CONSTRUCTING T-MAPS AND RELATING METROLOGICAL DATA TO COORDINATES FOR T-MAPS AND DEVIATION SPACES,
dataset-622,10.1017/s1446788717000350,"{'id': 'jour.1295118', 'title': 'Journal of the Australian Mathematical Society'}",datums,ON PAIRED ROOT SYSTEMS OF COXETER GROUPS,
dataset-622,10.1016/j.palaeo.2017.12.030,"{'id': 'jour.1312078', 'title': 'Palaeogeography Palaeoclimatology Palaeoecology'}",datums,Quaternary paleoenvironmental variation and its impact on initial human dispersals into the Japanese Archipelago,
dataset-622,10.1017/s0954102018000408,"{'id': 'jour.1023161', 'title': 'Antarctic Science'}",datums,"Glacial–interglacial records from sediments in Powell Basin, Antarctica",
dataset-622,10.1016/j.ymssp.2017.08.011,"{'id': 'jour.1042338', 'title': 'Mechanical Systems and Signal Processing'}",datums,Structural parameter identification for 6 DOF industrial robots,
dataset-622,10.1016/j.revmic.2018.08.001,"{'id': 'jour.1034482', 'title': 'Revue de Micropaléontologie'}",datums,Mesozoic radiolarian biochronology – current status and future directions,
dataset-622,10.1186/s40645-018-0168-7,Progress in Earth and Planetary Science,datums,"Integrated tephrostratigraphy and stable isotope stratigraphy in the Japan Sea and East China Sea using IODP Sites U1426, U1427, and U1429, Expedition 346 Asian Monsoon",https://progearthplanetsci.springeropen.com/track/pdf/10.1186/s40645-018-0168-7
dataset-622,10.1016/j.quascirev.2018.09.043,"{'id': 'jour.1040733', 'title': 'Quaternary Science Reviews'}",datums,Postglacial relative sea-level histories along the eastern Canadian coastline,
dataset-622,10.1186/s40623-018-0954-x,"Earth, Planets and Space",datums,Reductive chemical demagnetization: a new approach to magnetic cleaning and a case study of reef limestones,https://earth-planets-space.springeropen.com/track/pdf/10.1186/s40623-018-0954-x
dataset-622,10.1016/j.mechatronics.2018.01.001,"{'id': 'jour.1044611', 'title': 'Mechatronics'}",datums,An electrohydrodynamic jet printer with integrated metrology,
dataset-622,10.1007/s13202-018-0461-4,Journal of Petroleum Exploration and Production Technology,datums,"Integrated 3D facies modeling of the Mangahewa Formation, Maui Gas Field, Taranaki Basin, New Zealand",https://link.springer.com/content/pdf/10.1007%2Fs13202-018-0461-4.pdf
dataset-622,10.1186/s40645-018-0199-0,Progress in Earth and Planetary Science,datums,"High-density surveys conducted to reveal active deformations of the upper forearc slope along the Ryukyu Trench, western Pacific, Japan",https://progearthplanetsci.springeropen.com/track/pdf/10.1186/s40645-018-0199-0
dataset-622,10.1017/s0954102018000342,"{'id': 'jour.1023161', 'title': 'Antarctic Science'}",datums,Bathymetry and glacial geomorphology in the sub-Antarctic Auckland Islands,
dataset-622,10.1016/j.cretres.2018.08.004,"{'id': 'jour.1052618', 'title': 'Cretaceous Research'}",datums,Distribution of Albian dinoflagellate cyst associations along a proximal–distal transect across the Iberian margin,
dataset-622,10.1186/s40562-018-0117-8,Geoscience Letters,datums,A digital elevation model for simulating the 1945 Makran tsunami in Karachi Harbour,https://geoscienceletters.springeropen.com/track/pdf/10.1186/s40562-018-0117-8
dataset-622,10.1016/j.quascirev.2018.09.044,Quaternary Science Reviews,datums,"Mid- to late Pliocene (3.3–2.6 Ma) global sea-level fluctuations recorded on a continental shelf transect, Whanganui Basin, New Zealand",http://repositoriodigital.uct.cl/bitstream/handle/10925/1937/Grant_Mid_2018.pdf?sequence=4
dataset-622,10.1007/s00190-018-1131-5,"{'id': 'jour.1052480', 'title': 'Journal of Geodesy'}",datums,Comparison between geodetic and oceanographic approaches to estimate mean dynamic topography for vertical datum unification: evaluation at Australian tide gauges,
dataset-622,10.1016/j.quascirev.2018.10.012,"{'id': 'jour.1040733', 'title': 'Quaternary Science Reviews'}",datums,"Relative sea-level change in Newfoundland, Canada during the past ∼3000 years",
dataset-622,10.1029/2018pa003382,"{'id': 'jour.1300470', 'title': 'Paleoceanography and Paleoclimatology'}",datums,Evidence for Shelf Acidification During the Onset of the Paleocene‐Eocene Thermal Maximum,
dataset-622,10.1029/2017jg004211,Journal of Geophysical Research Biogeosciences,datums,The Spatial Variability of Organic Matter and Decomposition Processes at the Marsh Scale,https://repository.arizona.edu/bitstream/10150/632618/1/Lalimi_et_al-2018-Journal_of_Geophysical_Research__Biogeosciences.pdf
dataset-622,10.1016/j.geobios.2018.03.001,Geobios,datums,"The Early Jurassic palynostratigraphy of the Lusitanian Basin, western Portugal",http://nora.nerc.ac.uk/id/eprint/522168/1/Correia%20et%20al%20Geobios%20Manuscript%20Jims%20edit%20of%20May%202017.pdf
dataset-622,10.1038/sdata.2018.115,Scientific Data,datums,"Seamless bathymetry and topography datasets for New South Wales, Australia",https://www.nature.com/articles/sdata2018115.pdf
dataset-622,10.1007/s41063-018-0054-y,"{'id': 'jour.1155044', 'title': 'arktos'}",datums,Plio-Pleistocene sedimentary record from the Northwind Ridge: new insights into paleoclimatic evolution of the western Arctic Ocean for the last 5 Ma,
dataset-622,10.5787/46-1-1226,Scientia Militaria South African Journal of Military Studies,datums,Castles in the Clouds: LiDAR for Historical Study and Terrain Analysis,http://scientiamilitaria.journals.ac.za/pub/article/download/1226/1251
dataset-622,10.1038/s41598-018-29243-7,Scientific Reports,datums,Paleomagnetism of IODP Site U1380: Implications for the Forearc Deformation in the Costa Rican Erosive Convergent Margin,https://www.nature.com/articles/s41598-018-29243-7.pdf
dataset-622,10.3389/feart.2018.00205,Frontiers in Earth Science,datums,"Locating Relict Sinter Terrace Sites at Lake Rotomahana, New Zealand, With Ferdinand von Hochstetter's Legacy Cartography, Historic Maps, and LIDAR",https://doi.org/10.3389/feart.2018.00205
dataset-622,10.1088/1755-1315/187/1/012012,IOP Conference Series Earth and Environmental Science,datums,Fast Fourier Transformed Twin Table Ladder Modulation on Recognising Non Invasive Blood Glucose Level Measurement Optical Device Spectral Responses,https://iopscience.iop.org/article/10.1088/1755-1315/187/1/012012/pdf
dataset-622,10.1080/00206814.2017.1393634,International Geology Review,datums,"Depositional setting, provenance, and tectonic-volcanic setting of Eocene–Recent deep-sea sediments of the oceanic Izu–Bonin forearc, northwest Pacific (IODP Expedition 352)",https://www.tandfonline.com/doi/pdf/10.1080/00206814.2017.1393634?needAccess=true
dataset-622,10.1080/13602365.2018.1513478,The Journal of Architecture,datums,Architectural type and the discourse of urbanism,https://www.tandfonline.com/doi/pdf/10.1080/13602365.2018.1513478?needAccess=true
dataset-622,10.3390/en11113139,Energies,datums,Exergy As a Measure of Sustainable Retrofitting of Buildings,https://www.mdpi.com/1996-1073/11/11/3139/pdf
dataset-622,10.3390/rs10111793,Remote Sensing,datums,"Best Practices in Crafting the Calibrated, Enhanced-Resolution Passive-Microwave EASE-Grid 2.0 Brightness Temperature Earth System Data Record",https://www.mdpi.com/2072-4292/10/11/1793/pdf
dataset-622,10.14714/cp91.1508,Cartographic Perspectives,datums,Review of Geodesy: Introduction to Geodetic Datum and Geodetic Systems,https://cartographicperspectives.org/index.php/journal/article/download/1508/1685
dataset-622,10.3390/jmse6040131,Journal of Marine Science and Engineering,datums,Improvements for the Eastern North Pacific ADCIRC Tidal Database (ENPAC15),https://www.mdpi.com/2077-1312/6/4/131/pdf
dataset-622,10.3389/feart.2018.00191,Frontiers in Earth Science,datums,The GSSP Method of Chronostratigraphy: A Critical Review,https://www.frontiersin.org/articles/10.3389/feart.2018.00191/pdf
dataset-622,10.3390/rs10111734,Remote Sensing,datums,Permafrost Terrain Dynamics and Infrastructure Impacts Revealed by UAV Photogrammetry and Thermal Imaging,https://www.mdpi.com/2072-4292/10/11/1734/pdf
dataset-622,10.1080/01490419.2018.1530320,"{'id': 'jour.1138511', 'title': 'Marine Geodesy'}",datums,Improving the Coastal Mean Dynamic Topography by Geodetic Combination of Tide Gauge and Satellite Altimetry,
dataset-622,10.2112/jcoastres-d-17-00211.1,Journal of Coastal Research,datums,Estimating Coastal Digital Elevation Model Uncertainty,https://doi.org/10.2112/jcoastres-d-17-00211.1
dataset-622,10.1115/1.4041251,"{'id': 'jour.1033314', 'title': 'Journal of Mechanical Design'}",datums,Design Exploration of Reliably Manufacturable Materials and Structures with Applications to Negative Stiffness Metamaterials and Microstereolithography,
dataset-622,10.1016/j.quascirev.2018.09.027,"{'id': 'jour.1040733', 'title': 'Quaternary Science Reviews'}",datums,"Hemipelagic and turbiditic deposits constrain lower Bengal Fan depositional history through Pleistocene climate, monsoon, and sea level transitions",
dataset-622,10.1193/061217eqs113m,"{'id': 'jour.1137715', 'title': 'Earthquake Spectra'}",datums,Taiwan-Specific Model for V S30 Prediction Considering Between-Proxy Correlations,
dataset-622,10.1017/s1474748016000360,"{'id': 'jour.1141345', 'title': 'Journal of the Institute of Mathematics of Jussieu'}",datums,ON THE -ADIC COHOMOLOGY OF SOME -ADICALLY UNIFORMIZED SHIMURA VARIETIES,
dataset-622,10.1002/ecm.1305,Ecological Monographs,datums,Time‐integrated habitat availability is a resource attribute that informs patterns of use in intertidal areas,https://esajournals.onlinelibrary.wiley.com/doi/pdf/10.1002/ecm.1305
dataset-622,10.1016/j.quascirev.2018.07.033,"{'id': 'jour.1040733', 'title': 'Quaternary Science Reviews'}",datums,A postglacial relative sea-level database for the Russian Arctic coast,
dataset-622,10.1016/j.quascirev.2018.09.028,"{'id': 'jour.1040733', 'title': 'Quaternary Science Reviews'}",datums,The enigma of rare Quaternary oolites in the Indian and Pacific Oceans: A result of global oceanographic physicochemical conditions or a sampling bias?,
dataset-622,10.1109/sc.2018.00056,,datums,Best Practices and Lessons from Deploying and Operating a Sustained-Petascale System: The Blue Waters Experience,
dataset-622,10.1016/j.ecoleng.2018.09.005,Ecological Engineering,datums,Water and nitrate exchange between a managed river and peri-urban floodplain aquifer: Quantification and management implications,https://doi.org/10.1016/j.ecoleng.2018.09.005
dataset-622,10.1016/j.future.2018.06.018,Future Generation Computer Systems,datums,Fuzzy adaptive cognitive stimulation therapy generation for Alzheimer’s sufferers: Towards a pervasive dementia care monitoring platform,http://repository.essex.ac.uk/22331/7/Fuzzy_Dementia_Paper_2018_Accepted.pdf
dataset-622,10.1029/2018jc013985,"{'id': 'jour.1052083', 'title': 'Journal of Geophysical Research Oceans'}",datums,Flow Regimes and Adjustment to Wind‐Driven Motions in Lake Pontchartrain Estuary: A Modeling Experiment Using FVCOM,
dataset-622,10.1371/journal.pone.0204625,PLoS ONE,datums,Future-proofing the Cenozoic macroperforate planktonic foraminifera phylogeny of Aze & others (2011),https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0204625&type=printable
