doi,journal,keywords,title,url,dataset
10.1155/2016/8149459,Journal of environmental and public health,"Adolescent,Adult,Child,Ecuador,Female,Food Supply,Humans,Male,Malnutrition,Middle Aged,Nutritional Status,Overnutrition,Poverty,Prevalence,Urban Population,Young Adult,FSSM,NonE Tier 3",Food Insecurity Is Associated with Undernutrition but Not Overnutrition in Ecuadorian Women from Low-Income Urban Neighborhoods,http://www.ncbi.nlm.nih.gov/pubmed/27110253,",,,,dataset-049,,,"
10.3945/jn.115.225516,The Journal of nutrition,"Body Weight,Breakfast,Child,Child Nutritional Physiological Phenomena,Choice Behavior,Cross-Sectional Studies,Feeding Behavior,Female,Food Preferences,Food Supply,Humans,Linear Models,Male,Multivariate Analysis,Nutritive Value,Poverty,Schools,Urban Population,FSSM,NonE Tier 1","Breakfast-Skipping and Selecting Low-Nutritional-Quality Foods for Breakfast Are Common among Low-Income Urban Children, Regardless of Food Security Status",http://www.ncbi.nlm.nih.gov/pubmed/26865650,",,,,dataset-049,,,"
10.1007/s10461-016-1326-9,AIDS and behavior,"Adult,Canada,Cohort Studies,Coinfection,Female,Food Supply,HIV Infections,Hepatitis C, Chronic,Humans,Male,Risk Factors,Substance Abuse, Intravenous,Young Adult,CPS-FSS,Citation,FSSM,NonE Tier 1",Food Insecurity in HIV-Hepatitis C Virus Co-infected Individuals in Canada: The Importance of Co-morbidities,http://www.ncbi.nlm.nih.gov/pubmed/26912217,",,,,dataset-049,,,dataset-033"
10.1016/j.puhe.2015.11.014,Public health,"Adolescent,Adult,Aged,Canada,Cross-Sectional Studies,Female,Food Supply,Health Surveys,Humans,Life Change Events,Male,Mental Disorders,Middle Aged,Prevalence,Risk Factors,Social Isolation,Stress, Psychological,Young Adult,FSSM,NonE Tier 2",Food insecurity and mental illness: disproportionate impacts in the context of perceived stress and social isolation,http://www.ncbi.nlm.nih.gov/pubmed/26795678,",,,,dataset-049,,,"
doi.org/10.3148/cjdpr-2015-020,,"University,Food Insecurity,Food Bank,Coping Strategies,Canada,FSSM,NonE Tier 3",How do Student Clients of a University-based Food Bank Cope with Food Insecurity?,https://www.doi.org/doi.org/10.3148/cjdpr-2015-020,",,,,dataset-049,,,"
doi: 10.1097/QAI.0000000000000596,,"Food Insecurity,Food Insufficiency,HIV/AIDS,Unsuppressed Viral Load,CD4 Count,CPS-FSS,Citation,NonE Tier 1",The Association Between Food Insufficiency and HIV Treatment Outcomes in a Longitudinal Analysis of HIV-Infected Individuals in New York City,https://www.doi.org/doi: 10.1097/QAI.0000000000000596,",,,,,,,dataset-033"
10.1016/j.ssmph.2017.05.013,SSM - population health,"Food Insecurity,Mental Health,Chronic Stress,Canadian Adults,FSSM,NonE Tier 3",The household food insecurity gradient and potential reductions in adverse population mental health outcomes in Canadian adults,http://www.ncbi.nlm.nih.gov/pubmed/29349239,",,,,dataset-049,,,"
10.1093/aepp/ppx058,,"Food Insecurity,Hunger,Poverty,SNAP,Food Stamp Program,National School Lunch Program,School Breakfast Program,CPS-FSS,NHANES-FSQ,SIPP-FS,ECLS-FS,Citation,Econ Tier 2",Food Insecurity Research in the United States: Where We Have Been and Where We Need to Go,https://www.doi.org/10.1093/aepp/ppx058,"dataset-026,,,dataset-048,,dataset-017,,dataset-033"
10.1111/ssqu.12098,,"Disability,Poverty Measures,Food Insecurity,Disadvantaged Group,CPS-FSS,Analyzed,NonE Tier 2",More Likely to Be Poor Whatever the Measure: Working-Age Persons with Disabilities in the United States*,https://www.doi.org/10.1111/ssqu.12098,",,,,,,,dataset-033"
10.1016/j.jand.2016.07.010,Journal of the Academy of Nutrition and Dietetics,"Adolescent,Adult,Choice Behavior,Cross-Sectional Studies,Family Characteristics,Female,Food Assistance,Food Preferences,Food Supply,Health Behavior,Healthy Diet,Humans,Logistic Models,Middle Aged,Mothers,Multivariate Analysis,Poverty,Rhode Island,Risk Factors,Socioeconomic Factors,Young Adult,FSSM,NonE Tier 1",Maternal Strategies to Access Food Differ by Food Security Status,http://www.ncbi.nlm.nih.gov/pubmed/27614689,",,,,dataset-049,,,"
doi.org/10.1080/10668926.2013.850758,,"Food Insecurity,Community College,Grade Point Average,Cross-Sectional Studies,FSSM,NonE Tier 3",Food Insecurity Among Community College Students: Prevalence and Association With Grade Point Average,https://www.doi.org/doi.org/10.1080/10668926.2013.850758,",,,,dataset-049,,,"
10.3368/jhr.55.3.0916-8197R2,,"Food Stamp Program,Children's Health,Immigrants,Parental Eligibility,CPS-FSS,Analyzed,Econ Tier 1",The Effect of Food Stamps on Children’s Health: Evidence from Immigrants’ Changing Eligibility,https://www.doi.org/10.3368/jhr.55.3.0916-8197R2,",,,,,,,dataset-033"
10.1093/eurpub/ckv187,European journal of public health,"Adolescent,Adult,Body Weights and Measures,Child,Child Development,Child, Preschool,Cross-Sectional Studies,Family Characteristics,Female,Food Supply,Health Status,Homeless Persons,Humans,Male,Malnutrition/epidemiology,Mental Health,Middle Aged,Overweight,Paris,Poverty,Socioeconomic Factors,Young Adult,FSSM,NonE Tier 1","Characteristics and health of homeless families: the ENFAMS survey in the Paris region, France 2013",http://www.ncbi.nlm.nih.gov/pubmed/26511600,",,,,dataset-049,,,"
doi: 10.5888/pcd13.160103,Preventing Chronic Disease,"Food Insecurity,National Health and Nutrition Examination Survey,Food Assistance,Health,Targeted Recruitment and Outreach,NHANES-FSQ,Analyzed,FSSM,NonE Tier 2","Who Is Food Insecure? Implications for Targeted Recruitment and Outreach, National Health and Nutrition Examination Survey, 2005–2010",https://www.doi.org/doi: 10.5888/pcd13.160103,",,,dataset-048,dataset-049,dataset-017,,"
10.1186/s12889-017-4498-y,BMC public health,"Adaptation, Psychological,Adult,Child, Preschool,Cross-Sectional Studies,Diet,Feeding Behavior,Female,Food Supply,Humans,Indians, North American,Logistic Models,Male,Prevalence,Rural Population,Socioeconomic Factors,Urban Population,FSSM,NonE Tier 1",Household food insecurity and dietary patterns in rural and urban American Indian families with young children,http://www.ncbi.nlm.nih.gov/pubmed/28666476,",,,,dataset-049,,,"
10.1017/S0007114516002087,The British journal of nutrition,"Adult,Cross-Sectional Studies,Diet,Female,Food Assistance,Guideline Adherence,Healthy Diet,Humans,Male,Middle Aged,Netherlands,Nutrition Policy,Nutritional Requirements,Nutritive Value,Surveys and Questionnaires,FSSM,NonE Tier 1",Dutch food bank parcels do not meet nutritional guidelines for a healthy diet,http://www.ncbi.nlm.nih.gov/pubmed/27229880,",,,,dataset-049,,,"
10.1111/dme.12896,Diabetic medicine : a journal of the British Diabetic Association,"Adolescent,Adult,Aged,Aged, 80 and over,Blood Glucose,Cross-Sectional Studies,Diabetes Mellitus,Female,Food Supply,Glycated Hemoglobin A,Humans,Male,Middle Aged,Self Care,Tennessee,Young Adult,FSSM,NonE Tier 1",Food insecurity is associated with diabetes self-care behaviours and glycaemic control,http://www.ncbi.nlm.nih.gov/pubmed/26314941,",,,,dataset-049,,,"
10.1093/eurpub/ckv223,European journal of public health,"Adolescent,Child,Female,Food Assistance,Food Supply,Greece,Humans,Hunger,Male,Nutritional Status,Socioeconomic Factors,FSSM,NonE Tier 1",The impact of a school food aid program on household food insecurity,http://www.ncbi.nlm.nih.gov/pubmed/26873860,",,,,dataset-049,,,"
10.1016/j.amepre.2016.07.024,American journal of preventive medicine,"Adult,Choice Behavior,Female,Food,Food Assistance,Food Supply,Health Education,Humans,Male,Middle Aged,Motivation,Nutrition Policy,Nutritive Value,Poverty,Surveys and Questionnaires,Young Adult,FSSM,NonE Tier 1",Improving the Nutritional Impact of the Supplemental Nutrition Assistance Program:: Perspectives From the Participants,http://www.ncbi.nlm.nih.gov/pubmed/28109422,",,,,dataset-049,,,"
10.1093/ajae/aax026,,"Supplemental Nutrition Assistance Program,Food Stamp Program,Food Insecurity,Partial Identification,Treatment Effects,Nonparametric Bounds,Classification Error,Survey of Income and Program Participation,SIPP-FS,Analyzed,Econ Tier 1",Partial Identification Methods for Evaluating Food Assistance Programs: A Case Study of the Causal Impact of SNAP on Food Insecurity,https://www.doi.org/10.1093/ajae/aax026,"dataset-026,,,,,,,"
doi.org/10.1007/s10901-015-9461-6,,"Food Insecurity,Housing,Homeownership,Rental,Decomposition Statistics,Canada,FSSM,NonE Tier 2",Homeowner versus non-homeowner differences in household food insecurity in Canada,https://www.doi.org/doi.org/10.1007/s10901-015-9461-6,",,,,dataset-049,,,"
10.1155/2016/5256084,Journal of environmental and public health,"Adult,Ecuador,Female,Food Supply,Humans,Maternal Health,Mental Health,Middle Aged,Mothers,Poverty,Young Adult,FSSM,NonE Tier 3",Association of Household Food Insecurity with the Mental and Physical Health of Low-Income Urban Ecuadorian Women with Children,http://www.ncbi.nlm.nih.gov/pubmed/27752266,",,,,dataset-049,,,"
DOI: https://doi.org/10.7758/RSF.2015.1.1.07,,"Poverty,Welfare,Social Policy,Low-Wage Work,Material Hardship,Food Insecurity,CPS-FSS,Citation,SIPP-FS,Analyzed,JTier N/A",Understanding the Dynamics of $2-a-Day Poverty in the United States,https://www.doi.org/DOI: https://doi.org/10.7758/RSF.2015.1.1.07,",,,,,,,dataset-033"
10.1016/j.jand.2015.01.011,Journal of the Academy of Nutrition and Dietetics,"Adolescent,Adolescent Nutritional Physiological Phenomena,Body Mass Index,Cross-Sectional Studies,Diet,Diet, Reducing,Energy Intake,Family Health,Female,Food Supply,Health Knowledge, Attitudes, Practice,Humans,Male,Minnesota,Mother-Child Relations,Parenting,Pediatric Obesity,Self Report,Socioeconomic Factors,Urban Health,FSSM,NonE Tier 1",Eating- and weight-related parenting of adolescents in the context of food insecurity,http://www.ncbi.nlm.nih.gov/pubmed/25824114,",,,,dataset-049,,,"
10.3138/cpp.2014-080,,"Food Insecurity,Poverty Reduction,Social Assistance,Social Policy,FSSM,Econ Tier 2","An Exploration of the Unprecedented Decline in the Prevalence of Household Food Insecurity in Newfoundland and Labrador, 2007–2012",https://www.doi.org/10.3138/cpp.2014-080,",,,,dataset-049,,,"
10.1080/21551197.2016.1200334,Journal of nutrition in gerontology and geriatrics,"Aged,Emergency Medical Services,Family Characteristics,Female,Food Supply,Health Services for the Aged,Health Status,House Calls,Humans,Male,Office Visits,Patient Admission,Surveys and Questionnaires,United States,NHANES-FSQ,Analyzed,NonE Tier 3",Food Insecurity and Health Care Utilization Among Older Adults in the United States,http://www.ncbi.nlm.nih.gov/pubmed/27559853,",,,dataset-048,,dataset-017,,"
10.1080/21551197.2015.1035825,Journal of nutrition in gerontology and geriatrics,"Adaptation,Aged,Aged, 80 and over,Anxiety,Ethnic Groups,Female,Food Services,Food Supply,Health Status,Homebound Persons,Hospitalization,Humans,Male,Middle Aged,Nutritional Status,Patient Discharge,Poverty,Transitional Care,CPS-FSS,Citation,FSSM,NonE Tier 3",Food Anxiety Is Associated with Poor Health Status Among Recently Hospital-Discharged Older Adults,http://www.ncbi.nlm.nih.gov/pubmed/26106991,",,,,dataset-049,,,dataset-033"
10.1017/S1368980016001166,Public health nutrition,"Developed Countries,Food,Food Supply,Humans,Reproducibility of Results,Research Design,Surveys and Questionnaires,United States,United States Department of Agriculture,FSSM,NonE Tier 1",Measurement of the dimensions of food insecurity in developed countries: a systematic literature review,http://www.ncbi.nlm.nih.gov/pubmed/27217202,",,,,dataset-049,,,"
10.1007/s11524-017-0141-6,Journal of urban health : bulletin of the New York Academy of Medicine,"Aged,Aged, 80 and over,California,Environment,Female,Health Promotion,Health Status,Healthy Diet,Humans,Male,Middle Aged,Mobile Applications,Poverty,Power,Research Design,Residence Characteristics,Social Environment,United States,Urban Health,CPS-FSS,Citation,FSSM,NonE Tier 2",FEAST: Empowering Community Residents to Use Technology to Assess and Advocate for Healthy Food Environments,http://www.ncbi.nlm.nih.gov/pubmed/28247054,",,,,dataset-049,,,dataset-033"
10.3233/jem-150397,,"Income Inequality,Intergenerational Mobility,Material Hardship,Panel Data,Nonresponse,Topcode,FSSM,PSID-FFSS,ECLS-FS,Citation,Econ Tier 3","Income, program participation, poverty, and financial vulnerability: Research and data needs",https://www.doi.org/10.3233/jem-150397,",,,,dataset-049,,,"
10.1513/AnnalsATS.201503-156OC,Annals of the American Thoracic Society,"Adult,Alcohol Drinking,Case-Control Studies,Diet,Disease Outbreaks,Female,Fruit,Humans,Inuits,Life Style,Logistic Models,Male,Middle Aged,Multivariate Analysis,Mycobacterium tuberculosis,Nutritional Status,Odds Ratio,Quebec,Residence Characteristics,Risk Factors,Smoking,Surveys and Questionnaires,Tuberculosis,Vegetables,Vitamins,Young Adult,FSSM,NonE Tier 1",Inadequate Diet Is Associated with Acquiring Mycobacterium tuberculosis Infection in an Inuit Community. A Case-Control Study,http://www.ncbi.nlm.nih.gov/pubmed/26099015,",,,,dataset-049,,,"
10.2105/AJPH.2018.304528,American journal of public health,"Self-Management,Food Bank,Diabetes,Glycemic Control,Food Insecurity,Vulnerable Populations,FSSM,NonE Tier 1",Comprehensive Diabetes Self-Management Support From Food Banks: A Randomized Controlled Trial,http://www.ncbi.nlm.nih.gov/pubmed/30024798,",,,,dataset-049,,,"
10.3390/su7079505,,"Food Security,Livelihood,Land Acquisition,Small-Holders,Africa,FSSM,NonE Tier 3",Effects of Large-Scale Acquisition on Food Insecurity in Sierra Leone,https://www.doi.org/10.3390/su7079505,",,,,dataset-049,,,"
10.1016/j.apnr.2015.03.009,Applied nursing research : ANR,"Adult,Body Weight,Child, Preschool,Female,Food Supply,Humans,Infant,Male,Maternal Behavior,Pediatric Obesity,FSSM,NonE Tier 2","Food security, maternal feeding practices and child weight-for-length",http://www.ncbi.nlm.nih.gov/pubmed/26856485,",,,,dataset-049,,,"
doi.org/10.1086/679760,,"Child Care,Food,Food Insecurity,Child and Adult Care Food Program,ECLS-FS,FSSM,NonE Tier 2",The Child and Adult Care Food Program and Food Insecurity,https://www.doi.org/doi.org/10.1086/679760,",,,,dataset-049,,,"
10.1186/s12966-018-0647-7,The international journal of behavioral nutrition and physical activity,"Adolescent,Adult,Arizona,Cross-Sectional Studies,Depression,Diet,Eating,Exercise,Feeding Behavior,Female,Food Supply,Health Behavior,Humans,Hunger,Learning,Male,Meals,Mental Health,Prevalence,Stress,Students,Surveys and Questionnaires,Universities,Young Adult,FSSM,NonE Tier 1",Hungry to learn: the prevalence and effects of food insecurity on health behaviors and outcomes over time among a diverse sample of university freshmen,http://www.ncbi.nlm.nih.gov/pubmed/29347963,",,,,dataset-049,,,"
10.3390/nu9030274,Nutrients,"Adult,Aged,Canada,Cross-Sectional Studies,Diet,Dietary Fats,Dietary Fiber,Dietary Proteins,Female,Folic Acid,Food Quality,Food Supply,Health Surveys,Humans,Iron,Logistic Models,Male,Mental Health,Micronutrients,Middle Aged,Multivariate Analysis,Socioeconomic Factors,Surveys and Questionnaires,Young Adult,FSSM,NonE Tier 1","Food Insecurity, Poor Diet Quality, and Suboptimal Intakes of Folate and Iron Are Independently Associated with Perceived Mental Health in Canadian Adults",http://www.ncbi.nlm.nih.gov/pubmed/28335418,",,,,dataset-049,,,"
10.1001/jamainternmed.2016.5633,JAMA internal medicine,"Adult,Beverages,Body Mass Index,Dietary Fats,Energy Intake,Feeding Behavior,Female,Follow-Up Studies,Food Assistance,Fruit,Healthy Diet,Humans,Male,Middle Aged,Nutritional Status,Nutritive Value,Obesity,Patient Compliance,Poverty,Risk Factors,Single-Blind Method,United States,Vegetables,FSSM,NonE Tier 1",Effects of Subsidies and Prohibitions on Nutrition in a Food Benefit Program: A Randomized Clinical Trial,http://www.ncbi.nlm.nih.gov/pubmed/27653735,",,,,dataset-049,,,"
10.1016/j.ypmed.2016.10.002,Preventive medicine,"British Columbia,Cross-Sectional Studies,Family Characteristics,Food Supply,Geography,Health Surveys,Humans,Poverty,Public Policy,Social Welfare,Socioeconomic Factors,FSSM,NonE Tier 1","The impact of changes in social policies on household food insecurity in British Columbia, 2005-2012",http://www.ncbi.nlm.nih.gov/pubmed/27729259,",,,,dataset-049,,,"
10.3945/jn.116.231373,The Journal of nutrition,"Child,Family Characteristics,Food,Food Assistance,Food Supply,Humans,Indiana,Life Style,Nutrition Surveys,Nutritional Status,Poverty,FSSM,NonE Tier 1",SNAP-Ed (Supplemental Nutrition Assistance Program-Education) Increases Long-Term Food Security among Indiana Households with Children in a Randomized Controlled Study,http://www.ncbi.nlm.nih.gov/pubmed/27683869,",,,,dataset-049,,,"
